"ILL250","Moleculo","PacBio","PlatGen","Combined","1orMore","2orMore","3orMore","4orMore","SET"
0.1145,0.7537,0.1271,0.0048,0.0928,0.1769,0.0442,0.0356,0.0538,1
0.5356,0.7771,0.1618,0.513,0.4926,0.3751,0.4731,0.5646,0.5507,1
0.3413,0.9193,0.0408,0.2003,0.6331,0.5221,0.2216,0.2324,0.2277,1
0.8413,0.9831,0.0221,0.4202,0.9068,0.9037,0.7706,0.6288,0.2277,1
0.3422,0.101,0.0655,0.2298,0.0516,0.0217,0.046,0.0572,0.111,1
0.2086,0.9562,0.4558,0.3517,0.8352,0.7706,0.4679,0.4441,0.5781,1
0.997,0.8773,0.0386,0.9931,0.9948,0.9805,0.9887,0.9532,0.4319,1
0.7663,0.6058,0.6041,0.8261,0.7572,0.6739,0.8075,0.8521,0.8968,1
0.3296,0.9731,0.7216,0.7051,0.8942,0.9016,0.8638,0.8062,0.8478,1
0.7467,0.2355,0.7355,0.801,0.6943,0.7047,0.755,0.7905,0.7303,1
0.7125,0.8998,0.0425,0.8474,0.8304,0.7259,0.7749,0.8356,0.4063,1
0.748,0.9432,0.431,0.8578,0.8959,0.8309,0.8807,0.9042,0.9016,1
0.9991,0.9445,0.9141,0.997,0.9987,0.9926,0.9983,0.9961,0.9948,1
0.7368,0.9944,0.9848,0.7962,0.9666,1,0.9887,0.9458,0.974,1
0.3391,0.1154,0.5546,0.7871,0.3864,0.4254,0.3981,0.4215,0.3851,1
0.9419,0.5828,0.6739,0.7871,0.8539,0.8062,0.882,0.8968,0.9124,1
0.9788,0.4462,0.9089,0.9081,0.9475,0.9588,0.9644,0.954,0.928,1
0.9913,0.474,0.6349,0.8291,0.9666,0.9324,0.9189,0.8803,0.8825,1
0.8864,0.8768,0.8105,0.8239,0.8899,0.8591,0.9237,0.9454,0.9662,1
0.7155,0.6041,0.8296,0.7771,0.7632,0.7962,0.8187,0.8699,0.9211,1
0.3721,0.7346,0.5039,0.5724,0.477,0.4744,0.5343,0.624,0.7489,1
0.32,0.7537,0.6535,0.6509,0.5377,0.5694,0.6652,0.6964,0.7797,1
0.8929,0.5386,0.7628,0.5104,0.7819,0.7615,0.7949,0.8239,0.8543,1
0.8886,0.4428,0.1986,0.3148,0.6093,0.4978,0.4206,0.4159,0.4874,1
0.8781,0.3777,0.6743,0.9063,0.7654,0.7962,0.8742,0.8708,0.8521,1
0.6817,0.6648,0.8998,0.7801,0.7966,0.8695,0.8361,0.8868,0.9363,1
0.5412,0.4423,0.8972,0.6904,0.7021,0.7871,0.7255,0.7784,0.8248,1
0.3209,0.7333,0.5581,0.6808,0.5039,0.5429,0.6184,0.6657,0.752,1
0.6236,0.4293,0.9484,0.5659,0.7363,0.8591,0.7103,0.7697,0.8248,1
0.6735,0.7533,0.843,0.6444,0.758,0.7819,0.8101,0.8591,0.9271,1
0.6236,0.6938,0.7073,0.5312,0.6323,0.6323,0.6843,0.7658,0.863,1
0.7637,0.399,0.3539,0.5607,0.5278,0.4068,0.5243,0.5798,0.6561,1
0.4631,0.5663,0.6409,0.5603,0.4926,0.4905,0.5447,0.637,0.7723,1
0.2628,0.781,0.477,0.5833,0.4692,0.4744,0.533,0.5724,0.6739,1
0.6457,0.1357,0.9033,0.5087,0.6349,0.7472,0.5898,0.6409,0.4991,1
0.5611,0.1093,0.2719,0.0967,0.1626,0.098,0.0906,0.1175,0.1214,1
0.124,0.0412,0.2333,0.3491,0.0351,0.0269,0.0412,0.0616,0.0763,1
0.0924,0.9965,0.8656,0.3244,0.9441,0.9827,0.85,0.5291,0.4957,1
0.3309,0.7944,0.7112,0.5663,0.5885,0.6284,0.6735,0.6951,0.7944,1
0.7212,0.2342,0.6722,0.67,0.5863,0.5616,0.6453,0.6964,0.6644,1
0.3404,0.6908,0.1479,0.4809,0.3018,0.252,0.3231,0.4033,0.4415,1
0.5893,0.2012,0.6149,0.4302,0.3135,0.3426,0.3955,0.4861,0.4753,1
0.8725,0.899,0.4545,0.6357,0.8543,0.7585,0.8495,0.8786,0.8855,1
0.67,0.6245,0.3664,0.523,0.5243,0.4089,0.5438,0.6375,0.7303,1
0.8803,0.9857,0.9185,0.9467,0.9714,0.9879,0.9814,0.9801,0.9887,1
0.0056,0.4501,0.742,0.8101,0.3105,0.667,0.5898,0.4874,0.0971,1
0.5533,0.2827,0.1687,0.533,0.2177,0.1908,0.3001,0.3265,0.3903,1
0.6873,0.0282,0.997,0.6951,0.8174,0.9744,0.7095,0.784,0.3231,1
0.0694,0.252,0.7225,0.2598,0.1461,0.2307,0.17,0.16,0.1986,1
0.882,0.0507,0.0039,0.4761,0.4063,0.3669,0.2632,0.0572,0,1
0.6999,0.0408,0.4497,0.1613,0.2819,0.2337,0.1969,0.1834,0.1427,1
0.7736,0.32,0.6119,0.5278,0.5273,0.5386,0.5889,0.6557,0.6912,1
0.3838,0.6878,0.2108,0.2888,0.2953,0.2307,0.271,0.3534,0.474,1
0.3435,0.4909,0.5737,0.2086,0.2897,0.2606,0.2879,0.363,0.5074,1
0.1253,0.1765,0.4389,0.3196,0.0963,0.0876,0.1127,0.1344,0.2051,1
0.987,0.6947,0.8998,0.9809,0.9814,0.9714,0.9801,0.9818,0.9722,1
0.9198,0.9874,0.7554,0.9358,0.9692,0.9662,0.9696,0.977,0.9801,1
0.6088,0.5204,0.6644,0.8959,0.7819,0.7472,0.7884,0.8179,0.8556,1
0.1453,0.0373,0.8361,0.7385,0.3638,0.6223,0.4584,0.2619,0.1535,1
0.7021,0.1466,0.7559,0.4562,0.5225,0.5533,0.5247,0.5824,0.4827,1
0.0208,0.3738,0.7381,0.1431,0.1114,0.2476,0.1687,0.1071,0.0763,1
0.026,0.4987,0.258,0.4974,0.0937,0.1657,0.1843,0.1839,0.111,1
0.4536,0.3725,0.4345,0.2381,0.281,0.1843,0.2493,0.3322,0.4454,1
0.5798,0.3803,0.6964,0.2853,0.4254,0.4141,0.4415,0.5104,0.5807,1
0.1895,0.415,0.5369,0.0048,0.1041,0.1405,0.1344,0.1136,0.0538,1
0.1683,0.6522,0.0867,0.7203,0.281,0.3105,0.3664,0.278,0.3231,1
0.1236,0.4792,0.5919,0.1769,0.17,0.2042,0.2025,0.2151,0.3404,1
0.4193,0.7177,0.1201,0.3153,0.3023,0.2411,0.2801,0.3543,0.4046,1
0.7311,0.8534,0.0516,0.833,0.7832,0.6448,0.7507,0.827,0.4415,1
0.4029,0.405,0.1787,0.0841,0.1427,0.088,0.1127,0.1375,0.2676,1
0.3838,0.827,0.0551,0.9592,0.8742,0.7858,0.7723,0.5759,0.392,1
0.6583,0.7082,0.4913,0.1856,0.5022,0.4562,0.5195,0.5434,0.6058,1
0.8448,0.8625,0.484,0.4558,0.8101,0.6843,0.7905,0.8062,0.8339,1
0.3547,0.147,0.5794,0.6396,0.3226,0.3062,0.3491,0.4206,0.4063,1
0.2086,0.7173,0.6826,0.0672,0.3096,0.3951,0.3781,0.2884,0.3404,1
0.2784,0.0412,0.2476,0.3994,0.0885,0.0603,0.0898,0.1188,0.111,1
0.4337,0.3586,0.2485,0.2997,0.2177,0.1314,0.1969,0.2806,0.3994,1
0.3274,0.2875,0.1071,0.7858,0.2923,0.2771,0.2602,0.2637,0.3101,1
0.6613,0.6175,0.0043,0.5724,0.2884,0.3187,0.448,0.5247,0,1
0.4124,0.1839,0.9731,0.5104,0.6696,0.8816,0.497,0.5594,0.5121,1
0.3027,0.536,0.5364,0.052,0.2064,0.216,0.2355,0.2428,0.3101,1
0.1266,0.4267,0.647,0.082,0.15,0.1934,0.1743,0.1409,0.2441,1
0.0854,0.5885,0.7732,0.2459,0.3023,0.4115,0.3738,0.3118,0.3621,1
0.1578,0.1522,0.6409,0.6275,0.2437,0.3062,0.3109,0.2918,0.2845,1
0.5291,0.0525,0.1904,0.8265,0.4016,0.3309,0.3547,0.2485,0.1986,1
0.5113,0.4133,0.3781,0.2962,0.3335,0.2069,0.2801,0.3929,0.5078,1
0.0082,0.2554,0.2606,0.2615,0.0126,0.0334,0.046,0.0637,0.0538,1
0.706,0.0334,0.2593,0.7905,0.4753,0.3582,0.5017,0.3478,0.2225,1
0.4644,0.2398,0.2294,0.4753,0.2493,0.1509,0.2311,0.2975,0.3734,1
0.1431,0.3027,0.033,0.0729,0.0212,0.0108,0.01,0.0221,0.0763,1
0.1062,0.5798,0.5039,0.0126,0.1045,0.1778,0.1552,0.0976,0.0538,1
0.3695,0.1184,0.4913,0.1761,0.1565,0.111,0.1336,0.1821,0.2164,1
0.5247,0.3946,0.8465,0.3651,0.546,0.6223,0.5186,0.5945,0.6683,1
0.2229,0.3148,0.4081,0.1934,0.1366,0.098,0.131,0.1739,0.3005,1
0.1661,0.4874,0.3742,0.2303,0.1635,0.1375,0.1652,0.2168,0.366,1
0.3179,0.6943,0.634,0.1427,0.3543,0.3972,0.3894,0.3955,0.5143,1
0.124,0.5676,0.8378,0.072,0.3109,0.4957,0.3339,0.2038,0.2918,1
0.1934,0.0373,0.9011,0.3781,0.2489,0.5533,0.2268,0.2281,0.1639,1
0.095,0.0239,0.8617,0.1709,0.1279,0.3348,0.0711,0.075,0.0538,1
0.1487,0.2788,0.4332,0.4432,0.1535,0.1496,0.1804,0.2337,0.3005,1
0.2307,0.1249,0.4332,0.1414,0.0924,0.0568,0.0763,0.1136,0.1535,1
0.0438,0.5308,0.7407,0.3504,0.2255,0.369,0.3599,0.3183,0.2918,1
0.4692,0.6171,0.6891,0.6236,0.549,0.5546,0.6314,0.7073,0.82,1
0.4497,0.2849,0.173,0.3825,0.2034,0.121,0.1878,0.2463,0.3404,1
0.7546,0.2238,0.1947,0.9154,0.7572,0.588,0.6752,0.4892,0.4701,1
0.5356,0.3109,0.0043,0.1648,0.1188,0.0902,0.0958,0.0915,0,1
0.052,0.4363,0.3608,0.0434,0.0447,0.0685,0.0629,0.0464,0.0971,1
0.0126,0.2298,0.1661,0.1652,0.0061,0.0108,0.0156,0.0221,0.0538,1
0.1119,0.5399,0.6743,0.1171,0.2064,0.2676,0.2459,0.196,0.3053,1
0.4107,0.2467,0.4532,0.0989,0.1804,0.1301,0.1565,0.1869,0.2533,1
0.0811,0.2342,0.1041,0.1973,0.0195,0.0126,0.0208,0.0347,0.0971,1
0.6175,0.3534,0.3343,0.8881,0.686,0.5863,0.6171,0.6106,0.644,1
0.3391,0.4076,0.0993,0.0841,0.0945,0.0607,0.0746,0.1097,0.1834,1
0.1383,0.3959,0.5859,0.5724,0.2641,0.3049,0.3417,0.3877,0.425,1
0.3452,0.2567,0.206,0.1678,0.1141,0.0555,0.0915,0.134,0.2533,1
0.2389,0.7637,0.3764,0.4991,0.4003,0.3734,0.4206,0.4675,0.5681,1
0.4324,0.2047,0.1466,0.814,0.3742,0.3304,0.3179,0.2914,0.3231,1
0.1856,0.5633,0.435,0.3018,0.2199,0.2064,0.2428,0.3018,0.4436,1
0.3166,0.0056,0.0299,0.343,0.0282,0.0186,0.0412,0.0117,0,1
0.4605,0.3664,0.0898,0.0898,0.1383,0.085,0.0915,0.1106,0.1756,1
0.1917,0.9514,0.451,0.3469,0.8317,0.7433,0.4493,0.431,0.5598,1
0.2918,0.4115,0.1188,0.4735,0.1622,0.1388,0.1843,0.2376,0.3252,1
0.0529,0.7064,0.3634,0.0789,0.1292,0.2056,0.131,0.101,0.1639,1
0.0776,0.8443,0.5121,0.1505,0.3907,0.4458,0.3088,0.2251,0.3365,1
0.3053,0.1487,0.7962,0.4822,0.3534,0.4254,0.3404,0.4011,0.3903,1
0.1886,0.5798,0.0742,0.0954,0.0932,0.0872,0.0564,0.0941,0.1756,1
4e-04,0.2099,0.451,0.0304,0.0022,0.0338,0.0204,0.0048,0,1
0.7663,0.6171,0.4519,0.7671,0.6938,0.5898,0.7476,0.8031,0.8343,1
0.7702,0.1093,0.0334,0.8942,0.2745,0.4709,0.6171,0.2138,0.1639,1
0.5113,0.2585,0.0724,0.1479,0.1396,0.0798,0.088,0.1067,0.1756,1
0.1188,0.4571,0.2871,0.0954,0.085,0.0724,0.0781,0.0984,0.2051,1
0.1431,0.3625,0.2238,0.0841,0.062,0.039,0.0464,0.075,0.1834,1
0.1062,0.2797,0.0399,0.1448,0.0182,0.0113,0.0139,0.026,0.033,1
0.4974,0.8582,0.0794,0.5,0.5937,0.4506,0.448,0.5312,0.4367,1
0.3625,0.1114,0.758,0.0742,0.2246,0.2528,0.167,0.1492,0.1756,1
0.2056,0.706,0.2129,0.0343,0.1396,0.1752,0.1193,0.1067,0.1986,1
0.4584,0.2537,0.2181,0.1934,0.1401,0.0893,0.1279,0.1821,0.2775,1
0.0885,0.2567,0.2832,0.2663,0.0603,0.049,0.0737,0.0984,0.1639,1
0.0087,0.5126,0.0299,0.0737,0.0035,0.0321,0.0048,0.0065,0,1
0.379,0.0911,0.1795,0.0256,0.0464,0.0234,0.0234,0.0317,0.033,1
0.0069,0.7038,0.082,0.3946,0.046,0.1843,0.1548,0.0633,0.0538,1
0.2641,0.363,0.2472,0.7003,0.2585,0.2593,0.2862,0.3265,0.4063,1
0.3552,0.7203,0.0312,0.0846,0.1578,0.183,0.1297,0.1171,0.1427,1
0.9614,0.5056,0.7576,0.9783,0.9666,0.9185,0.9627,0.9406,0.931,1
0.1986,0.2069,0.3482,0.1821,0.0932,0.0503,0.0833,0.1171,0.2225,1
0.9809,0.8205,0.8647,0.9913,0.9874,0.9714,0.9822,0.9827,0.9827,1
0.9744,0.6344,0.6813,0.9952,0.9905,0.9714,0.9744,0.9458,0.9397,1
0.0199,0.6327,0.6405,0.2212,0.1539,0.3105,0.291,0.2255,0.1756,1
0.0069,0.4905,0.0867,0.1648,0.0061,0.0421,0.0286,0.026,0.033,1
0.3209,0.3638,0.016,0.5039,0.1258,0.1219,0.1678,0.1821,0.0971,1
0.415,0.3075,0.248,0.3031,0.1956,0.1114,0.18,0.2463,0.366,1
0.0447,0.1396,0.1067,0.2567,0.01,0.0095,0.0147,0.0204,0.0763,1
0.9488,0.7589,0.4428,0.9154,0.9068,0.7979,0.9189,0.9271,0.9072,1
0.0382,0.2398,0.0234,0.0637,0.003,0.003,0.0022,0.0013,0,1
0.1062,0.2654,0.0568,0.2108,0.0247,0.016,0.0221,0.0395,0.0538,1
0.7663,0.722,0.2134,0.8491,0.7424,0.5789,0.7628,0.8248,0.7255,1
0.0663,0.9258,0.5364,0.1938,0.6882,0.6513,0.3868,0.2702,0.3504,1
0.4775,0.0494,0.0139,0.0633,0.0295,0.0234,0.0074,0.0052,0,1
0.3122,0.1206,0.5568,0.0299,0.1062,0.1023,0.0893,0.0828,0.033,1
0.1769,0.5425,0.0147,0.8304,0.2827,0.3803,0.3317,0.2164,0.0971,1
0.6474,0.2086,0.1518,0.0377,0.1704,0.1401,0.0798,0.0841,0.0763,1
0.2689,0.3166,0.0403,0.0629,0.0386,0.0252,0.0269,0.0304,0.0763,1
0.843,0.3252,0.0559,0.8833,0.7372,0.5546,0.7437,0.5026,0.3231,1
0.1145,0.3205,0.0598,0.0017,0.0061,0.0091,0.0048,0.0074,0.033,1
0.2086,0.461,0.0147,0.0091,0.0252,0.036,0.0178,0.0052,0,1
0.5147,0.9193,0.0139,0.4571,0.7264,0.582,0.4397,0.5069,0.1535,1
0.1461,0.415,0.0681,9e-04,0.0126,0.023,0.0121,0.0191,0.033,1
0.582,0.3144,0.0199,0.3365,0.1982,0.1418,0.1852,0.1804,0.0538,1
0.1145,0.1652,0.2142,0.1431,0.0351,0.0121,0.0273,0.0477,0.111,1
0.3794,0.464,0.4371,0.7758,0.448,0.4753,0.4974,0.5455,0.6657,1
0.4341,0.4454,0.0997,0.0022,0.0941,0.0885,0.0846,0.0663,0.033,1
0.5551,0.8118,0.3161,0.8135,0.7173,0.5963,0.7268,0.7715,0.7723,1
0.1045,0.1938,0.3803,0.1045,0.0499,0.0347,0.0434,0.0594,0.0971,1
0.5035,0.0703,0.0299,0.0221,0.039,0.0299,0.0065,0.0052,0,1
0.3712,0.1986,0.1444,0.0629,0.0698,0.033,0.0412,0.0672,0.0971,1
0.8556,0.4853,0.0299,0.0885,0.4454,0.3807,0.2697,0.1149,0.1427,1
0.6071,0.585,0.1062,0.405,0.356,0.2645,0.3408,0.4297,0.4263,1
0.6232,0.843,0.0295,0.7914,0.6986,0.5789,0.673,0.7489,0.3144,1
0.5286,0.3443,0.0291,0.9536,0.801,0.706,0.4805,0.3725,0.2051,1
0.9354,0.9024,0.3417,0.882,0.912,0.8361,0.9141,0.9419,0.8907,1
0.3235,0.585,0.0533,0.0091,0.0911,0.0993,0.0776,0.0338,0.0538,1
0.0134,0.1101,0.0247,0.2667,0.0022,0.0048,0.0026,0.0048,0,1
0.3599,0.4601,0.0295,0.0286,0.0807,0.072,0.0572,0.0304,0.033,1
0.5616,0.7008,0.0529,0.5716,0.425,0.3192,0.4467,0.5386,0.3504,1
0.0533,0.5655,0.0195,0.033,0.0121,0.0477,0.0048,0.0052,0,1
0.0711,0.1899,0.121,0.2164,0.0165,0.0113,0.0204,0.0338,0.0538,1
0.0334,0.2559,0.1002,0.0954,0.0074,0.0056,0.0078,0.0117,0,1
0.5481,0.585,0.0334,0.6908,0.3964,0.3261,0.448,0.5087,0.2628,1
0.2589,0.7979,0.0785,0.1925,0.2645,0.2611,0.1592,0.1943,0.2441,1
0.0217,0.4063,0.0091,0.0043,0.0017,0.0091,0,0,0,1
0.2285,0.9575,0.0065,0.7042,0.833,0.7632,0.5373,0.3699,0,1
0.3265,0.5707,0.1279,0.0481,0.1327,0.1097,0.1036,0.1136,0.1834,1
0.3747,0.3205,0.0186,0.0035,0.0338,0.0364,0.0256,0.0052,0,1
0.1813,0.487,0.0516,0.3461,0.1019,0.0906,0.1058,0.1375,0.1986,1
0.3356,0.382,0.0147,0.1557,0.0685,0.0529,0.0707,0.0863,0.033,1
0.1644,0.4558,0.0373,0.0152,0.0221,0.0321,0.0147,0.0139,0.033,1
0.1769,0.5997,0.0147,0.0672,0.0473,0.0807,0.0351,0.0455,0.033,1
0.0286,0.1592,0.186,0.023,0.0035,0.0035,0.0039,0.0052,0,1
0.6058,0.6895,0.0178,0.6327,0.4211,0.3482,0.4814,0.5954,0.1318,1
0.369,0.8912,0.242,0.2003,0.6219,0.4801,0.3179,0.3543,0.4809,1
0.1891,0.2498,0.2086,0.758,0.2376,0.2593,0.2025,0.2281,0.2628,1
0.0672,0.1088,0.0351,0.1379,0.0043,0.0022,0.0039,0.0091,0,1
0.2463,0.3461,0.0325,0.1405,0.0516,0.0317,0.0408,0.0616,0.0971,1
0.5108,0.1336,0.2134,0.7051,0.2849,0.2337,0.3226,0.2988,0.3144,1
0.3248,0.1565,0.1214,0.9974,0.9887,0.9775,0.2615,0.2064,0.2502,1
0.7281,0.6943,0.5117,0.935,0.85,0.7585,0.8513,0.8699,0.8938,1
0.1999,0.8912,0.1206,0.0507,0.4653,0.3972,0.1093,0.1067,0.2329,1
0.0585,0.6938,0.0052,0.1167,0.0338,0.1184,0.023,0.026,0,1
0.0503,0.4337,0.0742,0.0711,0.0134,0.023,0.0104,0.0252,0.033,1
0.0958,0.036,0.2112,0.1938,0.0134,0.0082,0.0147,0.026,0.0538,1
0.281,0.1808,0.0165,0.0646,0.0169,0.0095,0.0121,0.0091,0.033,1
0.1565,0.2303,0.0386,0.8252,0.2259,0.2923,0.1344,0.0893,0.111,1
0.82,0.4657,0.1513,0.0126,0.3842,0.3521,0.2502,0.16,0.0538,1
0.0663,0.3395,0.1349,0,0.0043,0.0113,0.0078,0.0052,0,1
0.1895,0.2025,0.0312,0.0126,0.0104,0.0048,0.0048,0.0035,0,1
0,0.2797,0.01,0.0052,0,0.0022,0,0,0,1
0.5273,0.1461,0.0221,0.4176,0.1596,0.098,0.1565,0.0958,0.0763,1
0.0755,0.3192,0.0447,0.0386,0.0095,0.0082,0.0048,0.0056,0,1
0.1743,0.6388,0.1878,0.5828,0.265,0.2485,0.3153,0.3144,0.4063,1
0.0052,0.5056,0.2212,0.1713,0.0126,0.0707,0.0611,0.0694,0.0538,1
0.0343,0.8951,0.2615,0.0438,0.405,0.428,0.0997,0.0637,0.111,1
0.0507,0.3317,0.1141,0.1925,0.0225,0.0225,0.0295,0.0399,0.0763,1
0.0976,0.4506,0.0195,0.3066,0.0386,0.0611,0.0572,0.0564,0.0538,1
0.0516,0.4115,0.0152,0.0178,0.0039,0.0113,0.0017,9e-04,0,1
0.5928,0.4471,0.265,0.0598,0.2814,0.1873,0.2129,0.2177,0.2845,1
0.2537,0.644,0.0186,0.0022,0.0516,0.1075,0.0499,0.0074,0,1
0.3638,0.3252,0.2441,0.0121,0.1002,0.0707,0.0785,0.0885,0.0763,1
0.0286,0.1175,0.1691,0.0377,0.003,0.0022,0.003,0.0052,0.033,1
0.369,0.5364,0.0317,0.9154,0.6665,0.5746,0.4679,0.4033,0.2441,1
0.4618,0.8174,0.0195,0.8842,0.7151,0.6188,0.6895,0.6275,0.2225,1
0.7207,0.1839,0.0603,0.2975,0.2754,0.1778,0.1752,0.1396,0.1756,1
0.4128,0.3751,0.0039,0.1925,0.0919,0.0746,0.0937,0.1097,0,1
0.4527,0.363,0.0065,0.1084,0.0937,0.075,0.0763,0.0633,0,1
0.2108,0.3716,0.0408,0.2637,0.0798,0.0503,0.0711,0.0915,0.1214,1
0.5191,0.4688,0.0386,0.0048,0.121,0.1223,0.0984,0.026,0.033,1
0.3278,0.5581,0.3977,0.0395,0.1964,0.1735,0.1921,0.2142,0.2589,1
0.8916,0.2949,0.0239,0.8977,0.7871,0.6093,0.7979,0.4579,0.1899,1
0.1791,0.7936,0.1574,0.1925,0.2572,0.2606,0.1548,0.1921,0.3005,1
0.2927,0.9506,0.451,0.435,0.8387,0.7507,0.5438,0.5373,0.6726,1
0.0382,0.1878,0.1062,0.0152,0.0035,0.0022,0.0026,0.0022,0,1
0.4454,0.4584,0.0512,0.0195,0.1188,0.0919,0.0815,0.0494,0.033,1
0.196,0.1188,0.1171,0.7472,0.1605,0.1873,0.1193,0.1197,0.1535,1
0.1045,0.2368,0.1119,0.8873,0.3755,0.4523,0.1578,0.1136,0.1756,1
0.1678,0.8435,0.0802,0.8959,0.7225,0.6739,0.6826,0.3578,0.3469,1
0.435,0.9406,0.0676,0.9094,0.8825,0.8183,0.8235,0.6639,0.4618,1
0.0234,0.4727,0.0477,0.0178,0.0048,0.0204,0.003,9e-04,0,1
0.5108,0.3925,0.0347,0.088,0.1453,0.098,0.0937,0.0889,0.1427,1
0.1557,0.3565,0.0139,0.0598,0.0156,0.016,0.01,0.0165,0,1
0.0299,0.3174,0.0139,0.1275,0.0039,0.0082,0.0048,0.0035,0,1
0.2541,0.5143,0.0659,0.1474,0.1015,0.082,0.0772,0.118,0.1756,1
0.0165,0.2797,0.1505,0.0451,0.0043,0.0074,0.0065,0.0074,0.033,1
0.4848,0.3643,0.1101,0.0052,0.1162,0.0876,0.0785,0.0663,0.033,1
0.7979,0.6622,0.0026,0.8686,0.7047,0.5533,0.7428,0.7667,0.0538,1
0.4345,0.1561,0.0308,0.0091,0.039,0.0252,0.0104,0.0074,0,1
0.1487,0.4423,0.1444,0.1826,0.0867,0.0551,0.0711,0.1158,0.2372,1
0.4783,0.477,0.4649,0.1236,0.3205,0.2307,0.2715,0.3192,0.4293,1
0.3569,0.2567,0.3079,0.6713,0.2879,0.2424,0.2914,0.3582,0.4501,1
0.0837,0.5663,0.0325,0.003,0.0113,0.0503,0.0061,0.0052,0,1
0.147,0.1969,0.0152,0.0659,0.0087,0.0039,0.0048,0.0052,0.033,1
0.098,0.5382,0.1223,0.1448,0.0633,0.0685,0.0564,0.0863,0.1639,1
0.2121,0.2723,0.01,0.1158,0.0225,0.0139,0.0199,0.026,0,1
0.1565,0.3036,0.0147,0.0833,0.0165,0.0113,0.01,0.0191,0.033,1
0.1045,0.8209,0.3708,0.0247,0.2754,0.3304,0.17,0.1097,0.1214,1
0.0794,0.3105,0.0178,0.0217,0.0043,0.0056,0.0022,0.0013,0,1
0.2086,0.7433,0.026,0.0646,0.1002,0.1726,0.0659,0.0598,0.0538,1
0.1461,0.1466,0.1227,0.3877,0.0533,0.0351,0.0499,0.0724,0.1318,1
0.1661,0.2736,0.0646,0.0304,0.0221,0.0095,0.0082,0.0186,0.0538,1
0.2697,0.7467,0.0295,0.0533,0.1422,0.1847,0.0863,0.0633,0.0763,1
0.1696,0.2788,0.0247,0.0646,0.0165,0.0104,0.0082,0.0156,0.033,1
0.2585,0.4159,0.0225,0.1344,0.0603,0.0477,0.0494,0.0694,0.0538,1
0.2741,0.7728,0.0551,0.0395,0.1644,0.216,0.0984,0.069,0.111,1
0.2203,0.1717,0.0312,0.1167,0.0282,0.0082,0.0152,0.023,0.0538,1
0.3899,0.1964,0.1141,0.2819,0.1279,0.0555,0.098,0.1258,0.2108,1
0.4454,0.8205,0.0317,0.0742,0.3465,0.3044,0.2121,0.1206,0.1756,1
0.8135,0.0577,0.0061,0.5663,0.3317,0.2654,0.333,0.0768,0,1
0.8617,0.4753,0.1639,0.1006,0.5195,0.4215,0.3213,0.2489,0.2845,1
0.8829,0.2368,0.0312,0.8265,0.6999,0.5429,0.699,0.3786,0.1899,1
0.0343,0.1019,0.0581,0.0243,0.0017,4e-04,9e-04,9e-04,0,1
0.1522,0.585,0.0976,0.0681,0.0802,0.0798,0.0486,0.075,0.1639,1
0.2559,0.6088,0.0516,0.1136,0.1145,0.1036,0.0837,0.1097,0.1427,1
4e-04,0.4271,0.0568,0.0546,0.0013,0.0143,0.0039,0.0052,0,1
0.4462,0.3031,0.1661,0.7749,0.3894,0.3127,0.3565,0.3703,0.4063,1
0.0789,0.3599,0.0377,0.075,0.0143,0.0117,0.0069,0.0186,0.033,1
0.0555,0.2264,0.0165,0.2225,0.0087,0.0095,0.0082,0.0065,0,1
0.4783,0.8777,0,0.9007,0.794,0.7116,0.7589,0.6609,0,1
0.3643,0.1657,0.0225,0.1778,0.0607,0.0252,0.0421,0.0364,0.033,1
0.3252,0.1648,0.0061,0.0672,0.0173,0.0113,0.0134,0.0091,0,1
0.3903,0.4389,0.0291,0.1114,0.1149,0.0807,0.0807,0.0889,0.1214,1
0.1119,0.3001,0.2194,0.3369,0.0919,0.062,0.0863,0.1171,0.1899,1
0.1101,0.7793,0.0217,0.1297,0.118,0.1921,0.052,0.0594,0.0538,1
0.1691,0.209,0.0742,0.0377,0.0156,0.0056,0.0078,0.0191,0.033,1
0.1748,0.2862,0.0672,0.2225,0.0512,0.026,0.0412,0.0663,0.1214,1
0.5204,0.3851,0.1821,0.1405,0.2177,0.1305,0.1609,0.1956,0.3101,1
0.1999,0.4115,0.2589,0.0147,0.0785,0.0555,0.069,0.0672,0.0971,1
0.3213,0.4592,0.0282,0.0165,0.0603,0.0577,0.0429,0.0156,0.033,1
0.1101,0.2741,0.4003,0.0069,0.039,0.046,0.0412,0.0278,0,1
0.0069,0.2034,0.1609,0.1435,0.003,0.0069,0.0108,0.0117,0.033,1
0.0529,0.1175,0.0139,0.2923,0.0048,0.0069,0.0052,0.0056,0,1
0.1106,0.4003,0.0486,0.0672,0.0221,0.0204,0.0121,0.0278,0.0763,1
0.4133,0.2467,0.033,0.5447,0.1748,0.1266,0.1865,0.1791,0.1427,1
0.088,0.6834,0.0425,0.0204,0.046,0.111,0.0152,0.0091,0.033,1
0.0941,0.5551,0.082,0.0152,0.0265,0.0546,0.0173,0.0204,0,1
0.0299,0.497,0.0308,0.0421,0.0087,0.0273,0.0039,0.0048,0,1
0.0434,0.2723,0.0295,0.0637,0.0039,0.0048,0.0026,0.0052,0,1
0.1197,0.9124,0.0351,0.0113,0.4532,0.4441,0.0317,0.0204,0.0538,1
0.1062,0.2342,0.0208,0.0343,0.0056,0.0039,0.0026,0.0022,0,1
